Gene	go_all
Mle_000438	GO:0005789;GO:0016021;GO:0033961;GO:0019439
Mle_000441	GO:0000139;GO:0016021;GO:0005351;GO:0015788
Mle_000442	GO:0005840;GO:0019843;GO:0003735;GO:0006412;GO:0003735;GO:0006412;GO:0005622;GO:0005840;GO:0006333;GO:0005634
Mle_000448	GO:0000331;GO:0005737;GO:0031012;GO:0005615;GO:0005622;GO:0005634;GO:0005509;GO:0050839;GO:0019900;GO:0019901;GO:0031013;GO:0072666;GO:0000281;GO:1903665;GO:0045861;GO:0032781;GO:0051343;GO:0061122;GO:0043549;GO:0005509;GO:0005509;GO:0007165;GO:0005578;GO:0005509;GO:0005509;GO:0005509;GO:0005509
Mle_000449	GO:0000177;GO:0000178;GO:0070062;GO:0000228;GO:0000176;GO:0005730;GO:0005654;GO:0017091;GO:0044822;GO:0001102;GO:0043928;GO:0000467;GO:0071028;GO:0071042;GO:0071035;GO:0071038;GO:0034427;GO:0030307;GO:0045944;GO:0034473;GO:0034475;GO:0034476
Mle_000450	GO:0000139;GO:0016021;GO:0047756;GO:0016051;GO:0030206;GO:0008045;GO:0007517;GO:0008146;GO:0016021
Mle_000451	GO:0005829;GO:0046872;GO:0008936;GO:0019363;GO:0003824;GO:0008152
Mle_000454	GO:0005911;GO:0005829;GO:0031234;GO:0005524;GO:0046872;GO:0004715;GO:0007202;GO:0002250;GO:0001816;GO:0038095;GO:0045087;GO:0032609;GO:0032633;GO:0035556;GO:0001865;GO:0038083;GO:0042127;GO:0050852;GO:0007169;GO:0035556
Mle_000457	NA
Mle_000459	GO:0016020;GO:0019005;GO:0016567;GO:0010506;GO:0014066;GO:0031146;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_000460	GO:0005783;GO:0005794;GO:0016021;GO:0032469;GO:1902236;GO:0005515
Mle_000463	GO:0005737;GO:0005576;GO:0016020;GO:0005509;GO:0003682;GO:0007155;GO:0004308;GO:0005975
Mle_000465	GO:0005737;GO:0005874;GO:0005634;GO:0005524;GO:0008568;GO:0031122;GO:0051013;GO:0005524;GO:0005524;GO:0009378;GO:0006281;GO:0006310;GO:0003678;GO:0005524;GO:0005524;GO:0005524;GO:0016887
Mle_000470	GO:0005887;GO:0004888;GO:0030282;GO:0046849;GO:0007186;GO:0050710;GO:0034122;GO:0001649;GO:0090263;GO:0048511;GO:0007283;GO:0016055;GO:0005515
Mle_000473	GO:0005737;GO:0005829;GO:0071782;GO:0070062;GO:0016020;GO:0005635;GO:0031965;GO:0034399;GO:0005643;GO:0005654;GO:0043234;GO:0019899;GO:0008139;GO:0044822;GO:0019904;GO:0008565;GO:0008270;GO:0006309;GO:0030953;GO:0040001;GO:0045184;GO:0075733;GO:0007079;GO:0007080;GO:0090307;GO:0019054;GO:0006607;GO:0006606;GO:0000059;GO:0000060;GO:0031291;GO:0006610;GO:0005515;GO:0005515;GO:0008536;GO:0006886;GO:0016820;GO:0015991;GO:0000221
Mle_000475	GO:0005737;GO:0005515
Mle_000476	GO:0003964
Mle_000477	GO:0005737;GO:0005524;GO:0004674;GO:0006915;GO:0030097;GO:0043066;GO:0046777;GO:0006468;GO:0007346;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_000478	GO:0005737;GO:0031965;GO:0005654;GO:0005634;GO:0005886;GO:0000978;GO:0003700;GO:0001077;GO:0009653;GO:0009948;GO:0016477;GO:0008283;GO:0002062;GO:0048701;GO:0048557;GO:0001822;GO:0072161;GO:0072038;GO:0097168;GO:0003337;GO:0007501;GO:0042474;GO:0045596;GO:0072006;GO:0072028;GO:1902732;GO:0006606;GO:0090189;GO:0032330;GO:0030278;GO:0003677;GO:0003677;GO:0006355
Mle_000488	GO:0016021;GO:0005622;GO:0005886;GO:0005262;GO:0008066;GO:0004970;GO:0006816;GO:0019722;GO:0071230;GO:0050832;GO:0009630;GO:0009864;GO:0045087;GO:0009611
Mle_000493	GO:0005789;GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005886;GO:0043178;GO:0030246;GO:0003881;GO:0019992;GO:0030145;GO:0046341;GO:0006661;GO:0016780;GO:0008654;GO:0016020
Mle_000503	GO:0016021;GO:0005886;GO:0005515;GO:0006355;GO:0007049;GO:0005515
Mle_000505	GO:0016021;GO:0031902;GO:0005765;GO:0005337;GO:0005337;GO:0006810;GO:0016021
Mle_000508	GO:0015629;GO:0005884;GO:0016023;GO:0005829;GO:0001726;GO:0003779;GO:0051015;GO:0005522;GO:0030048;GO:0008154;GO:0006897;GO:0038096;GO:0051127;GO:0006461;GO:0008360;GO:0051707;GO:0003779
Mle_000510	GO:0016021;GO:0005622;GO:0005886;GO:0005262;GO:0060402;GO:0071482;GO:0007216;GO:0051262
Mle_000517	GO:0005737;GO:0005654;GO:0005515;GO:0005515
Mle_000518	GO:0005694;GO:0005634;GO:0005524;GO:0003677;GO:0016787;GO:0046872;GO:0000737;GO:0003677;GO:0003824;GO:0005524;GO:0006259;GO:0005694
Mle_000519	GO:0070062;GO:0016020;GO:0005743;GO:0005759;GO:0005753;GO:0000276;GO:0005739;GO:0043209;GO:0005654;GO:0005634;GO:0015078;GO:0022857;GO:0006754;GO:0015986;GO:0042776;GO:0021762;GO:0015078;GO:0015986
Mle_000524	GO:0005749;GO:0050660;GO:0008177;GO:0022904;GO:0006105;GO:0006099;GO:0050660;GO:0008033;GO:0016491;GO:0055114;GO:0016491;GO:0055114;GO:0016491;GO:0055114
Mle_000527	GO:0001669;GO:0097208;GO:0005930;GO:0005829;GO:0005615;GO:0005764;GO:0001520;GO:0004177;GO:0008656;GO:0004197;GO:0030108;GO:0030984;GO:0032403;GO:0043621;GO:0004252;GO:0070324;GO:0010815;GO:0097067;GO:0060448;GO:0070371;GO:0006955;GO:0002764;GO:0033619;GO:0001656;GO:0043066;GO:0010813;GO:0045766;GO:2001235;GO:0030335;GO:0008284;GO:0010634;GO:0010628;GO:0010952;GO:0031648;GO:0006508;GO:0051603;GO:0032526;GO:0007283;GO:0043129;GO:0001913;GO:0031638;GO:0008234;GO:0006508;GO:0004197;GO:0006508
Mle_000530	GO:0070419;GO:0000784;GO:0035312;GO:0003684;GO:0004519;GO:0002250;GO:0006310;GO:0006303;GO:0036297;GO:0031848
Mle_000536	GO:0005769;GO:0005764;GO:0005886
Mle_000540	GO:0005737;GO:0004869;GO:0004869
Mle_000541	GO:0005783;GO:0070062;GO:0005743;GO:0042645;GO:0005741;GO:0003988;GO:0016509;GO:0044822;GO:0006635;GO:0016747;GO:0008152;GO:0016747;GO:0008152
Mle_000544	NA;GO:0005515;GO:0005515
Mle_000551	GO:0005737;GO:0005829;GO:0005764;GO:0016020;GO:0048471;GO:0033596;GO:0071889;GO:0005096;GO:0019902;GO:0042803;GO:0031267;GO:0030030;GO:0032869;GO:0046323;GO:0007507;GO:0048009;GO:0008285;GO:0045792;GO:0046627;GO:0014067;GO:0006469;GO:0051898;GO:0032007;GO:1904262;GO:0030178;GO:0001843;GO:0014065;GO:0050918;GO:0010508;GO:0016239;GO:0045944;GO:0006606;GO:0043491;GO:0008104;GO:0044861;GO:0051726;GO:0030100;GO:0046626;GO:0051056;GO:0001666
Mle_000561	GO:0005615;GO:0004252;GO:0007586;GO:0004252;GO:0006508;GO:0005044;GO:0016020
Mle_000563	GO:0005783;GO:0005794;GO:0016021;GO:0032469;GO:1902236
Mle_000568	NA
Mle_000569	GO:0019005;GO:0006974;GO:0031571;GO:0008054;GO:0016567;GO:0031146;GO:0005515;GO:0005515
Mle_000573	GO:0005737;GO:0016020;GO:0005815;GO:0030496;GO:0072686;GO:0005886;GO:0051233;GO:0005525;GO:0030154;GO:0007399;GO:0032467;GO:1900026;GO:0051988;GO:0051489;GO:0007264;GO:0005525;GO:0005525;GO:0007264;GO:0005525;GO:0007264
Mle_000576	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
Mle_000578	GO:0005938;GO:0005737;GO:0005829;GO:0030175;GO:0031527;GO:0032433;GO:0030027;GO:0016459;GO:0043005;GO:0043025;GO:0005730;GO:0005886;GO:0001726;GO:0051015;GO:0030898;GO:0005524;GO:0003774;GO:0005547;GO:0060002;GO:0030507;GO:0048870;GO:0030705;GO:0022409;GO:0008360;GO:0051489;GO:0004930;GO:0007186;GO:0016021;GO:0005856
Mle_000579	GO:0005905;GO:0016021;GO:0034362;GO:0005509;GO:0008203;GO:0006897;GO:0006869;GO:0005515
Mle_000580	GO:0005615;GO:0016021;GO:0005886;GO:0004252;GO:0006879;GO:0042730;GO:0055072;GO:0033619;GO:0030514;GO:0000122;GO:0045892;GO:0045944;GO:0006508;GO:0097264;GO:0005515
Mle_000583	GO:0005789;GO:0016021;GO:0005778;GO:0004420;GO:0050661;GO:0006695;GO:0015936;GO:0008299;GO:0016126;GO:0004420;GO:0050662;GO:0015936;GO:0055114
Mle_000585	GO:0005737;GO:0005524;GO:0004715;GO:0005515;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468;GO:0005515
Mle_000586	GO:0016021;GO:0016020
Mle_000587	GO:0005509;GO:0005509;GO:0005509;GO:0005509;GO:0005509;GO:0005509
Mle_000596	GO:0016021;GO:0001646;GO:0004930;GO:0030308;GO:0007165;GO:0030435;GO:0004930;GO:0007186;GO:0016021;GO:0004930;GO:0007186;GO:0016021
Mle_000597	GO:0005634;GO:0003677;GO:0042393;GO:0035050;GO:0007507;GO:0061086;GO:0071599;GO:0032968;GO:0001756;GO:0006351
Mle_000598	GO:0004519;GO:0046872;GO:0003964
Mle_000600	GO:0070062;GO:0005622;GO:0016020;GO:0005525;GO:0003924;GO:0003746;GO:0032790;GO:0007165;GO:0006412;GO:0005525;GO:0003924;GO:0005525;GO:0005525;GO:0005525;GO:0007264
Mle_000601	GO:1990745;GO:0010008;GO:0000938;GO:0005794;GO:0016020;GO:0048471;GO:0055037;GO:0019905;GO:0010668;GO:0048611;GO:0032456;GO:0007041;GO:0015031
Mle_000602	GO:0016021;GO:0005743;GO:0015031
Mle_000607	GO:0034663;GO:0005788;GO:0070062;GO:0005925;GO:0032991;GO:0042470;GO:0016020;GO:0005634;GO:0048471;GO:0042277;GO:0003755;GO:0044822;GO:0032403;GO:0060348;GO:0061077;GO:0044829;GO:0040018;GO:0000413;GO:0050821;GO:0003755;GO:0000413;GO:0006457
Mle_000614	GO:0005634;GO:0046872;GO:0000978;GO:0006355;GO:0006351;GO:0046872;GO:0003677;GO:0008270;GO:0005506;GO:0046872;GO:0046872
Mle_000616	GO:0003723;GO:0003964
Mle_000623	GO:0016021;GO:0043005;GO:0030246;GO:0004930;GO:0030165;GO:0007420;GO:0007166
Mle_000624	GO:0005759;GO:0004108;GO:0005975;GO:0014823;GO:0006099;GO:0046912
Mle_000625	GO:0005737;GO:0005829;GO:0014069;GO:0005524;GO:0005509;GO:0005516;GO:0004686;GO:0004672;GO:0008135;GO:0071454;GO:1990416;GO:0071277;GO:0071320;GO:0032869;GO:0043066;GO:0061003;GO:0045807;GO:0051965;GO:0046777;GO:0031952;GO:0002931;GO:1990637;GO:0006414;GO:0004674;GO:0005524;GO:0006468
Mle_000626	GO:0015629;GO:0031252;GO:0005737;GO:0005829;GO:0031234;GO:0005739;GO:0031965;GO:0005730;GO:0005654;GO:0005634;GO:0048471;GO:0003785;GO:0005524;GO:0003677;GO:0000287;GO:0030145;GO:0051019;GO:0004515;GO:0004715;GO:0070064;GO:0008022;GO:0004672;GO:0005080;GO:0004713;GO:0017124;GO:0019905;GO:0030036;GO:0090135;GO:0050798;GO:1990051;GO:0046632;GO:0006914;GO:0002322;GO:0050853;GO:0001922;GO:0060020;GO:0007050;GO:0006464;GO:0006974;GO:1903351;GO:0070301;GO:0071222;GO:0034599;GO:0021587;GO:0048668;GO:0006975;GO:0007173;GO:0045184;GO:0038096;GO:0045087;GO:0008630;GO:0030035;GO:0006298;GO:0051882;GO:0007067;GO:0030514;GO:0022408;GO:2000773;GO:2000352;GO:0070373;GO:0043124;GO:0045930;GO:1900275;GO:0071901;GO:0051444;GO:0050885;GO:0038083;GO:0018108;GO:0035791;GO:1904531;GO:0043065;GO:0007204;GO:0070374;GO:0043123;GO:1902715;GO:1900042;GO:1904528;GO:0045931;GO:0051149;GO:1901216;GO:0033690;GO:0051353;GO:0050731;GO:0001934;GO:0051281;GO:2000096;GO:0046777;GO:0032956;GO:2000249;GO:0010506;GO:0030516;GO:0030155;GO:2000145;GO:0042127;GO:0030100;GO:1903053;GO:0031113;GO:2001020;GO:0006355;GO:0006979;GO:0042770;GO:0048536;GO:0034446;GO:0048538;GO:0002333;GO:0004672;GO:0006468
Mle_000629	GO:0005829;GO:0005634;GO:0030036;GO:0007283;GO:0030674;GO:0051015;GO:0003779;GO:0016043;GO:0003779;GO:0017048;GO:0030036
Mle_000632	GO:0016021;GO:0022857;GO:0006811;GO:0022857;GO:0055085;GO:0016021;GO:0055085;GO:0016021
Mle_000633	GO:0016021
Mle_000634	GO:0005737;GO:0005125;GO:0006355;GO:0006351
Mle_000641	GO:0005604;GO:0005938;GO:0030054;GO:0070062;GO:0005509;GO:0050896;GO:0007601
Mle_000644	GO:0005737;GO:0046872;GO:0004725;GO:0008138;GO:0033133;GO:0008138;GO:0006470
Mle_000645	GO:0070062;GO:0005634;GO:0070577;GO:0007010;GO:0008286;GO:0043066;GO:2001237;GO:0008284;GO:0043568;GO:0045840;GO:0033138;GO:0010800;GO:0045944;GO:0045893;GO:0006606;GO:0022604;GO:0008360;GO:0040008;GO:0001932;GO:0006357;GO:0005515;GO:0005515;GO:0003677;GO:0006355;GO:0009725;GO:0005634
Mle_000647	GO:0005737;GO:0005856;GO:0005886;GO:0005198;GO:0008360;GO:0009966
Mle_000653	GO:0005789;GO:0005793;GO:0033116;GO:0000139;GO:0016021;GO:0016020;GO:0006888
Mle_000656	GO:0016787;GO:0046872
Mle_000658	GO:0005737;GO:0016874;GO:0004842;GO:0008270;GO:0045087;GO:0045893;GO:0070534;GO:0042981;GO:0009617;GO:0009615;GO:0007165;GO:0046872;GO:0005515;GO:0005515;GO:0008270;GO:0005515;GO:0008270
Mle_000660	GO:0042597;GO:0004089;GO:0008270;GO:0006730
Mle_000661	GO:0003964
Mle_000662	GO:0005737;GO:0005634;GO:0000151;GO:0031625;GO:0004842;GO:0035556;GO:0005515;GO:0005515
Mle_000664	GO:0005887;GO:0005261;GO:0005272;GO:0005272;GO:0006814;GO:0016020
Mle_000680	GO:0005654;GO:0031515;GO:0044822;GO:0030488;GO:0006400;GO:0030488;GO:0031515
Mle_000681	NA
Mle_000684	GO:0005694;GO:0016607;GO:0005654;GO:0005634;GO:0003677;GO:0070530;GO:0046872;GO:0043130;GO:0006974;GO:0070987;GO:0031398;GO:0009411;GO:0019985
Mle_000687	GO:0005737;GO:0005675;GO:0005654;GO:0008094;GO:0047485;GO:0008353;GO:0008270;GO:0007512;GO:0006281;GO:0000082;GO:0043066;GO:0048661;GO:0045944;GO:0006468;GO:0000079;GO:0006357;GO:0006355;GO:0051592;GO:0006366;GO:0021591;GO:0046872;GO:0007049;GO:0005634;GO:0005515;GO:0008270
Mle_000688	GO:0008168;GO:0008168;GO:0003677;GO:0008170;GO:0006306;GO:0008176;GO:0006400;GO:0008168;GO:0008152
Mle_000689	GO:0006310;GO:0032196
Mle_000692	GO:0005789;GO:0000139;GO:0034045;GO:0005525;GO:0006914;GO:0015031;GO:0007264
Mle_000694	GO:0000177;GO:0000178;GO:0000176;GO:0005730;GO:0005634;GO:0035327;GO:0003723;GO:0051607;GO:0045006;GO:0043928;GO:0071028;GO:0034427;GO:0071051;GO:0006401;GO:0031125;GO:0016075;GO:0034475
Mle_000697	GO:0005737;GO:0005815;GO:0005634;GO:0030289;GO:0045722;GO:0006470
Mle_000698	GO:0031901;GO:0000139;GO:0016021;GO:0019706;GO:0008270;GO:0005515;GO:0005515
Mle_000706	GO:0005829;GO:0005509;GO:0004435;GO:0004629;GO:0004871;GO:0007202;GO:0043647;GO:0035556;GO:0016042;GO:0006644;GO:0050913;GO:0007223;GO:0005515;GO:0004435;GO:0006629;GO:0007165;GO:0035556;GO:0004435;GO:0005509;GO:0016042
Mle_000708	GO:0016021
Mle_000709	GO:0016021;GO:0005743;GO:0005215;GO:0030218;GO:0006783
Mle_000712	GO:0008234;GO:0008234;GO:0006508
Mle_000715	GO:0005930;GO:0005737;GO:0005856;GO:0070286;GO:0071973;GO:0060285
Mle_000718	GO:0005829;GO:0016671;GO:0015035;GO:0045454;GO:0034599;GO:0006662;GO:0055114;GO:0006457;GO:0000103;GO:0045454;GO:0016209;GO:0016491;GO:0055114;GO:0016491
Mle_000722	GO:0005923;GO:0005911;GO:0005829;GO:0043005;GO:0005886;GO:0055037;GO:0001725;GO:0051015;GO:0031005;GO:0008270;GO:0031532;GO:0030041;GO:0070830;GO:0032456;GO:0031175;GO:1903955;GO:0034446;GO:0005515;GO:0008270
Mle_000723	GO:0016323;GO:0005923;GO:0005737;GO:0005856;GO:0005545;GO:0070830;GO:0005515;GO:0005634;GO:0005515
Mle_000728	GO:0003964;GO:0006313
Mle_000732	GO:0005887;GO:0022841;GO:0005244;GO:0071805;GO:0030322;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_000735	GO:0000785;GO:0005694;GO:0000775;GO:0005829;GO:0005654;GO:0005634;GO:0005524;GO:0003677;GO:0051301;GO:0008283;GO:0007064;GO:0008285;GO:0042127;GO:0007062;GO:0005515
Mle_000737	GO:0005887;GO:0005886;GO:0004930;GO:0008142;GO:0002250;GO:0002312;GO:0007186;GO:0006959;GO:0006955;GO:0002313;GO:0030890;GO:0070374;GO:0004930;GO:0007186;GO:0016021
Mle_000739	GO:0005829;GO:0030552;GO:0007283;GO:0003779;GO:0005622
Mle_000740	GO:0005829;GO:0005524;GO:0016887;GO:0051082;GO:0002181;GO:0006457;GO:0042026
Mle_000744	GO:0005576;GO:0005509;GO:0007160;GO:0005515
Mle_000748	GO:0005524;GO:0004674;GO:0004672;GO:0005524;GO:0006468;GO:0005524;GO:0016773;GO:0016020;GO:0004672;GO:0006468
Mle_000751	GO:0000118;GO:0016020;GO:0016604;GO:0000790;GO:0016363;GO:0005654;GO:0005634;GO:0017053;GO:0003677;GO:0042826;GO:0016922;GO:0005112;GO:0047485;GO:0003714;GO:0008134;GO:0044255;GO:1903799;GO:0000122;GO:0072365;GO:0006351
Mle_000753	GO:0005884;GO:0005737;GO:0005634;GO:0005886;GO:0003779;GO:0030043;GO:0005515;GO:0006810;GO:0016021
Mle_000758	GO:0016021;GO:0005886;GO:0005524;GO:0042626;GO:0031409;GO:0006856;GO:0006727;GO:0005524;GO:0016887;GO:0016020
Mle_000761	GO:0046872;GO:0003964
Mle_000767	GO:0005783;GO:0005789;GO:0016021;GO:0005730;GO:0015036;GO:0003756;GO:0045454;GO:0006457;GO:0034976;GO:0045454
Mle_000768	GO:0032580;GO:0016021;GO:0016020;GO:0001733;GO:0008146;GO:0009247;GO:0008146;GO:0016021;GO:0001733;GO:0009247;GO:0005794;GO:0016021
Mle_000774	GO:0005634;GO:0003677;GO:0003700;GO:0006351;GO:0046983
Mle_000780	GO:0034464;GO:0060170;GO:0005737;GO:0005815
Mle_000784	GO:0042470;GO:0005739;GO:0045335;GO:0005802;GO:0005525;GO:0032438;GO:0007264;GO:0005525;GO:0005525;GO:0007264;GO:0003924;GO:0004871;GO:0019001;GO:0031683;GO:0007186;GO:0005525;GO:0005525;GO:0005525;GO:0005525;GO:0007264;GO:0005524;GO:0006576
Mle_000793	GO:0005671;GO:0000123;GO:0035097;GO:0071339;GO:0044666;GO:0005654;GO:0005634;GO:0048188;GO:0018024;GO:0035064;GO:0043966;GO:0051568;GO:0043984;GO:0043981;GO:0043982;GO:0031175;GO:0035948;GO:0001501;GO:0006351;GO:0005515;GO:0006355;GO:0005634
Mle_000797	GO:0005814;GO:0005737;GO:0070062;GO:0030674;GO:0019904;GO:0019901;GO:0010457;GO:0033365
Mle_000800	GO:0043679;GO:0005737;GO:0031410;GO:0016023;GO:0019898;GO:0016020;GO:0043195;GO:0005774;GO:0001671;GO:0000149;GO:0005483;GO:0019905;GO:0001745;GO:0006888;GO:0048526;GO:0006891;GO:0006886;GO:0000281;GO:0007274;GO:0048812;GO:0007269;GO:0006909;GO:0034214;GO:0051260;GO:0035494;GO:0007268;GO:0031629;GO:0016082;GO:0005515
Mle_000802	GO:0005634;GO:0043565;GO:0003700;GO:0007275;GO:0006351;GO:0003700;GO:0043565;GO:0006355
Mle_000803	GO:0005887;GO:0005337
Mle_000804	GO:0005779;GO:0043231;GO:0016020;GO:0005778;GO:0005777;GO:0021795;GO:0001561;GO:0007626;GO:0060152;GO:0098779;GO:0001764;GO:0002230;GO:0016560;GO:0001967;GO:0098792;GO:0016560;GO:0005777;GO:0016021;GO:0005515
Mle_000806	GO:0005737;GO:0005829;GO:0000791;GO:0000123;GO:0005622;GO:0005739;GO:0070688;GO:0043005;GO:0043025;GO:0005634;GO:0005886;GO:0042588;GO:0003824;GO:0008047;GO:0046972;GO:0043995;GO:0043996;GO:0048029;GO:0008080;GO:0042277;GO:0005547;GO:0016262;GO:0097363;GO:0006915;GO:0071333;GO:0032869;GO:0071222;GO:0071300;GO:0097237;GO:0032922;GO:0030900;GO:0006041;GO:0080182;GO:0043984;GO:0043981;GO:0043982;GO:0048312;GO:0060548;GO:1900038;GO:0033137;GO:0010801;GO:0090315;GO:0031397;GO:0048015;GO:0043085;GO:0045793;GO:0030854;GO:0061087;GO:0051571;GO:1900182;GO:0001934;GO:0045862;GO:1903428;GO:0045944;GO:0070208;GO:0070207;GO:0006493;GO:0090526;GO:0006110;GO:0046626;GO:0035020;GO:0032868;GO:0005515;GO:0005515;GO:0016788;GO:0051499;GO:0045040;GO:0005742;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_000807	GO:0022627;GO:0005634;GO:0005886;GO:0005055;GO:0003735;GO:0007155;GO:0000028;GO:0006412;GO:0003735;GO:0006412;GO:0005622;GO:0005840
Mle_000809	GO:0044297;GO:0005929;GO:0005829;GO:0005739;GO:0043005;GO:0005634;GO:0097225;GO:0031982;GO:0003779;GO:0043014;GO:0048487;GO:0051087;GO:0001664;GO:0031072;GO:0030544;GO:0051879;GO:0031625;GO:0034620;GO:0060548;GO:0007286
Mle_000818	GO:0005622;GO:0030529;GO:0005739;GO:0005634;GO:0005525;GO:0003924;GO:0043021;GO:0035368;GO:0003746;GO:0000049;GO:0001514;GO:0006412;GO:0005525;GO:0005525;GO:0005525;GO:0005525;GO:0005524;GO:0006576
Mle_000820	GO:0016021;GO:0005886;GO:0015238;GO:0015307;GO:0006855;GO:0055085
Mle_000821	GO:0005730
Mle_000822	GO:0003964;GO:0006313
Mle_000826	GO:0070062;GO:0005622;GO:0043231;GO:0016020;GO:0005743;GO:0005759;GO:0005777;GO:0004602;GO:0004364;GO:0015035;GO:0005102;GO:0030855;GO:1901687;GO:0006749;GO:0015035
Mle_000831	GO:0005768;GO:0000324;GO:0005794;GO:0016021;GO:0016020;GO:0005886;GO:0031201;GO:0016409;GO:0005484;GO:0000149;GO:0006888;GO:0006887;GO:0006891;GO:0042144;GO:0006906;GO:0016192;GO:0016021
Mle_000832	GO:0005615;GO:0005509;GO:0030246;GO:0042806;GO:0010185;GO:0001868;GO:0045088
Mle_000835	GO:0005905;GO:0016021;GO:0006897;GO:0005515
Mle_000837	GO:0022627;GO:0046872;GO:0003735;GO:0000028;GO:0006412;GO:0003735;GO:0006412;GO:0005622;GO:0005840
Mle_000838	GO:0008061;GO:0004568;GO:0016998;GO:0006032;GO:0006952;GO:0000272
Mle_000839	GO:0005788;GO:0030246;GO:0001948;GO:0030433;GO:0006621;GO:0042787;GO:0034976;GO:0030970;GO:0003735;GO:0006412;GO:0005622;GO:0005840
Mle_000846	GO:0016324;GO:0009986;GO:0070062;GO:0016021;GO:0005887;GO:0004930;GO:0007166;GO:0007186;GO:0007283;GO:0004930;GO:0007186;GO:0016021
Mle_000847	GO:0005737;GO:0005524;GO:0004077;GO:0004078;GO:0004079;GO:0004080;GO:0071734;GO:0009305
Mle_000848	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0008270;GO:0015074;GO:0003676;GO:0008270;GO:0015074
Mle_000850	GO:0016831;GO:0030170;GO:0004782;GO:0019452;GO:0042412;GO:0019530;GO:0016831;GO:0030170;GO:0019752
Mle_000854	GO:0005634;GO:0044822;GO:0003723;GO:0000398;GO:0003723;GO:0003723;GO:0003723
Mle_000859	GO:0000139;GO:0016021;GO:0047756;GO:0016051;GO:0008146;GO:0016021
Mle_000863	GO:0005814;GO:0005813;GO:0036064;GO:0000922
Mle_000864	GO:0005737;GO:0005829;GO:0070062;GO:0005925;GO:0030660;GO:0016020;GO:0005886;GO:0004430;GO:0005524;GO:0006661;GO:0046854;GO:0048015;GO:0007165;GO:0016301;GO:0003676;GO:0004527
Mle_000865	GO:0005737;GO:0005634;GO:0005515;GO:0005524;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_000868	GO:0005884;GO:0005829;GO:0016020;GO:0006915;GO:0007050;GO:0008360;GO:0005515
Mle_000869	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074;GO:0003676;GO:0008270
Mle_000872	GO:0031902;GO:0005765;GO:0005525;GO:0051301;GO:0007059;GO:0007067;GO:0007264;GO:0005525;GO:0005525;GO:0007264;GO:0003924;GO:0004871;GO:0019001;GO:0031683;GO:0007186;GO:0005525;GO:0005525;GO:0005525;GO:0007264
Mle_000881	GO:0005737;GO:0043231;GO:0016607;GO:0005654;GO:0005634;GO:0005681;GO:0044822;GO:0008599;GO:0050699;GO:0045292;GO:1903955;GO:1903146;GO:0008380;GO:0006364;GO:0006396
Mle_000885	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021;GO:0006811;GO:0016020
Mle_000886	GO:0005737;GO:0005096;GO:0046982;GO:0090630;GO:0051056;GO:0005096;GO:0051056
Mle_000888	GO:0005737;GO:0004123;GO:0080146;GO:0044540;GO:0030170;GO:0019344;GO:0070814;GO:0043066;GO:0043123;GO:0051092;GO:0044524;GO:0018272;GO:0030170
Mle_000890	GO:0005886;GO:0001518;GO:0022843;GO:0005248;GO:0086010;GO:0019228;GO:0042048;GO:0007608;GO:0030431;GO:0035725;GO:0006814;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_000893	GO:0000139;GO:0016021;GO:0047223;GO:0006493;GO:0008375;GO:0006486
Mle_000897	GO:0016021;GO:0005743;GO:0005507;GO:0006457;GO:0005507
Mle_000898	GO:0035869;GO:0016021;GO:0042384;GO:0030111
Mle_000899	GO:0005773;GO:0008234;GO:0008234;GO:0006508
Mle_000902	GO:0005736;GO:0003899;GO:0006360;GO:0003899;GO:0006351
Mle_000905	GO:0005829;GO:0005634;GO:0061175;GO:0097467;GO:0005509;GO:1903035;GO:0051480;GO:0005509;GO:0005515;GO:0005509;GO:0005509;GO:0005509
Mle_000909	GO:0005615;GO:0005794;GO:0016021;GO:0030141;GO:0042277;GO:0004252;GO:0009952;GO:0003279;GO:0060976;GO:0042089;GO:0007368;GO:0007566;GO:0048566;GO:0048706;GO:0001822;GO:0035108;GO:0043043;GO:0016486;GO:0016485;GO:0002001;GO:0030323;GO:0006465;GO:0019058;GO:0005515;GO:0004930;GO:0007186
Mle_000910	NA
