ID	transcript_length	1hpf_2012_N7	1hpf_2013_21	1hpf_2013_41	2hpf_2012_N6	2hpf_2013_22	2hpf_2013_32	2hpf_2013_42	3hpf_2012_N5	3hpf_2013_23	3hpf_2013_33	4hpf_2012_N4	4hpf_2013_24	4hpf_2013_34	5hpf_2012_14	5hpf_2012_N3	5hpf_2013_25	6hpf_2012_23	6hpf_2012_N2	6hpf_2013_26	6hpf_2013_46	7hpf_2012_N1	7hpf_2013_17	7hpf_2013_27	7hpf_2013_47	8hpf_2012_18	8hpf_2012_N8B	8hpf_2013_18	8hpf_2013_28	8hpf_2013_48	9hpf_2012_37	9hpf_2013_49
Mle_000175	2166	82	1	0	115	0	0	0	0	0	3	19	0	1	0	0	6	48	48	10	9	1	4	8	36	75	166	10	28	45	82	55
Mle_000176	1097	8581	6174	8128	6603	3836	2703	4398	6361	3294	4876	15288	2450	4487	10056	3816	2561	2083	4509	4148	1784	4952	3727	3816	4628	4524	7487	3310	3126	1319	6493	1784
Mle_000177	3710	38441	17234	17426	38739	9426	10941	15859	34826	7839	11794	48516	8411	10979	32067	21304	6425	20043	29443	13041	15678	27997	16401	12938	24052	16949	30355	15280	13308	16724	31402	14968
Mle_000178	2375	20	0	0	101	0	0	0	0	0	0	9	3	0	0	0	0	0	33	0	1	0	3	0	0	18	119	3	2	23	19	5
Mle_000179	898	13	9	0	11	5	0	0	5	3	0	9	9	1	3	2	4	0	11	5	1	5	4	3	0	14	11	11	2	0	11	3
Mle_000180	843	22	7	14	25	4	0	0	61	1	0	35	4	0	25	50	3	0	23	3	4	38	5	1	6	4	5	1	0	14	16	1
Mle_000181	824	4804	4178	1186	4547	2009	1438	465	8476	1774	1725	6025	2209	1778	4188	4911	1689	367	3693	1009	496	6775	2499	857	1796	1937	3865	2797	1574	2122	4326	2051
Mle_000182	800	5	1	0	14	1	2	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	1	2	7	4	15	0	2	2	5	1
Mle_000183	899	162	40	8	212	22	26	0	94	17	18	125	27	32	57	59	39	65	194	30	29	64	49	28	68	128	265	58	37	91	159	143
Mle_000184	1708	12	0	0	27	1	0	0	1	0	0	8	1	6	3	0	0	16	41	16	18	2	0	8	75	12	21	6	11	32	12	104
Mle_000185	2362	20430	4587	9539	21192	1935	2761	16769	11416	1421	2389	28709	1590	2980	22476	5897	1143	9791	20401	4948	7121	7441	19965	6763	19496	6662	13998	12472	4341	2833	15914	8126
Mle_000186	1225	12	0	0	19	0	2	0	34	0	4	9	0	1	2	2	0	0	1928	3	2	1	5	5	1	17	57	7	13	7	12	9
Mle_000187	1516	3368	2022	1873	3801	894	992	613	3307	719	1216	5413	732	1201	3715	2443	561	946	2904	854	759	2781	1797	878	1367	1105	1951	1319	1062	1297	2623	1071
Mle_000188	3099	8718	3130	4982	8251	2038	2038	2267	6186	1741	2644	11756	1830	3517	7811	4658	1724	3821	6067	2928	2468	5558	5113	2638	4886	3970	5658	4444	2653	2886	7367	2923
Mle_000189	843	15	0	0	17	0	0	0	0	2	1	10	2	4	0	0	3	11	4	5	3	1	5	0	0	8	21	4	5	12	15	10
Mle_000190	1790	12056	4303	6719	15130	2616	2151	3067	5981	2126	2839	16870	2274	3048	13296	4852	1706	3872	7495	4129	4338	6251	7977	4772	7883	5191	12362	7666	4100	3176	9660	8172
Mle_000191	1313	49	0	1	831	0	2	0	1	0	4	2	0	6	1	1	3	0	19	0	0	3	0	2	18	82	588	7	8	24	49	134
Mle_000192	1286	12	0	0	24	0	0	0	0	0	1	3	0	2	0	0	0	3	6	6	0	0	2	2	1	6	32	2	4	7	12	11
Mle_000193	3653	1816	1231	999	1621	897	857	507	2007	806	704	3188	846	1070	2417	1170	766	690	1051	626	374	831	685	564	704	627	1049	864	542	647	1569	390
Mle_000194	1481	314	0	2	438	1	0	0	3	0	7	65	1	57	1	2	0	14	202	22	68	8	77	27	300	314	564	161	113	393	310	403
Mle_000195	865	15	0	0	14	0	0	0	0	0	0	2	1	2	1	2	1	0	16	0	0	0	1	4	1	10	23	0	1	4	15	10
Mle_000196	1716	699	355	79	924	195	141	12	321	139	111	514	166	200	250	227	151	147	327	126	88	130	146	103	200	403	922	210	154	513	656	216
Mle_000197	1111	85	255	0	170	209	9	1	5	155	8	25	126	24	12	29	62	13	78	57	23	26	122	29	20	45	103	142	58	64	85	25
Mle_000198	2329	3772	1599	707	2309	1172	952	435	2020	1156	1068	5439	1317	1627	3226	1328	1125	2620	2135	1921	942	1218	1233	2081	1013	1727	1963	1444	2104	1140	3405	772
Mle_000199	2409	2664	2338	1488	2621	1525	1099	652	3940	1171	1436	3861	1051	1570	2584	3958	794	354	2459	560	483	3237	2129	485	993	969	1727	1901	600	826	2172	518
Mle_000200	4980	54365	13417	24138	33356	9780	9428	47838	20838	8381	7822	75171	11160	13073	55537	12905	8461	47457	32904	29587	25573	11629	23133	31526	60583	25054	50680	27126	19190	12826	45897	48091
Mle_000201	712	3	1	2	32	1	4	0	4	2	3	8	0	5	6	4	1	0	74	0	1	4	0	0	3	9	31	0	3	6	2	13
Mle_000202	348	26	12	1	37	4	0	0	38	3	3	44	3	2	35	40	1	2	22	4	2	24	106	3	2	10	16	54	2	1	19	4
Mle_000203	347	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0
Mle_000204	1073	12	0	0	33	0	1	0	0	0	1	7	0	2	2	1	0	0	13	2	0	2	0	1	5	4	12	0	2	4	12	5
Mle_000205	923	72	1	0	149	0	17	0	2	1	66	69	8	84	39	24	27	5	83	20	27	145	72	16	131	73	247	91	24	80	72	53
Mle_000206	1487	7809	4864	5782	8615	3357	2651	2084	7210	3005	3429	10104	3143	3733	6819	5924	2508	1645	5703	3368	1852	6151	3889	2859	4204	2812	6251	3735	2287	3062	6560	2626
Mle_000207	1171	20	0	0	27	0	0	0	0	1	2	15	0	9	3	1	1	15	34	20	7	1	10	14	27	19	37	11	13	8	20	12
Mle_000208	2646	22	0	0	18	0	0	0	0	0	1	3	0	7	1	1	1	0	13	0	5	1	0	0	3	10	31	0	1	29	21	21
Mle_000209	2954	530	247	534	610	198	65	932	270	121	85	782	150	98	579	214	91	105	234	116	173	87	179	166	951	256	526	274	167	194	423	728
Mle_000210	328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	1	0
Mle_000211	475	86	0	0	37	0	2	0	22	0	1	35	2	3	20	0	1	31	17051	17	35	10	8	13	108	48	149	5	6	8	64	63
Mle_000212	815	45	0	0	42	0	0	0	2	0	2	31	0	4	1	0	1	37	42	3	9	2	3	4	13	35	54	3	8	12	43	29
Mle_000213	303	5	2	0	11	5	0	0	2	4	0	1	7	0	1	1	3	17	2	0	0	0	2	0	0	0	0	0	0	2	5	1
Mle_000214	2244	216	3	1	304	1	37	0	11	0	44	343	10	70	269	15	13	118	564	76	91	113	109	65	224	175	450	137	148	167	202	268
Mle_000215	854	8	0	1	15	0	0	0	1	0	1	9	0	1	1	0	0	0	12	3	1	1	7	1	20	5	12	9	1	2	8	2
Mle_000216	337	4	19	6	15	25	16	0	15	14	4	20	14	12	10	17	21	0	5	6	0	6	1	6	30	5	1	10	8	10	3	12
Mle_000217	1136	13	0	0	30	0	0	0	0	0	1	12	0	6	0	0	2	0	3	0	1	2	3	0	6	6	11	1	1	11	13	6
Mle_000218	4885	1178	2	3	661	2	9	0	11	1	29	441	5	54	51	5	15	143	422	55	69	44	139	67	625	901	1158	454	366	644	1170	532
Mle_000219	690	6	0	0	9	0	0	0	0	0	0	1	0	0	1	1	1	0	4	1	2	2	0	0	4	8	13	0	1	0	6	8
Mle_000220	894	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	17	63	0	0	0	0	0	2	0	1	0	0	0	1	0
Mle_000221	1607	37	0	0	105	0	0	0	0	0	0	7	3	0	2	0	2	11	54	1	0	0	0	1	5	22	59	7	11	13	37	37
Mle_000222	955	32	1	0	35	2	0	0	0	0	1	12	0	5	4	0	0	24	84	6	8	2	23	19	12	33	81	8	17	5	32	12
Mle_000223	699	1999	952	1642	2067	500	790	1718	2161	492	766	3330	562	994	2180	1852	436	971	1588	722	530	1646	1861	562	1415	1036	2097	1256	547	430	1666	899
Mle_000224	13910	9760	1053	519	13629	1089	742	505	1683	1075	506	6951	1217	991	3691	1027	882	1090	5933	1050	787	644	1595	1267	4489	6324	19315	3272	2452	4537	9480	7750
Mle_000225	357	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	5	0	0	0	1	1
Mle_000226	623	28	0	0	11	0	0	0	5	0	0	17	1	1	1	1	0	0	12	0	0	2	7	0	4	14	17	7	1	6	24	0
Mle_000227	1603	598	535	246	586	374	264	11	795	379	287	859	420	419	496	665	342	173	463	191	133	496	276	150	123	240	334	303	190	296	545	44
Mle_000228	1649	32	0	0	58	0	0	0	0	0	0	7	1	4	0	1	0	0	16	1	3	1	0	2	7	16	45	4	5	12	32	4
Mle_000229	623	1	0	0	12	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	2	1	4	1	0	1	1	0
Mle_000230	715	13	0	0	25	0	0	0	0	0	0	14	0	1	2	0	0	18	20	3	5	1	1	13	0	19	46	5	7	7	13	0
Mle_000231	594	15	7	3	9	24	12	0	8	20	51	22	20	33	7	14	19	9	14	50	17	20	1	35	3	4	7	0	57	1	11	0
Mle_000232	3160	282	2	1	528	2	8	0	0	0	14	198	6	40	26	2	31	119	85	38	42	20	66	30	201	196	785	152	80	230	282	276
Mle_000233	913	546	308	528	1012	151	396	248	285	136	349	669	109	426	478	183	77	179	329	126	196	155	75	134	453	335	1039	121	202	543	494	822
Mle_000234	930	1	0	0	14	0	0	0	1	0	0	4	0	0	0	0	2	0	11	4	0	0	1	0	0	2	11	0	3	3	1	2
Mle_000235	323	1	1	3	3	1	0	0	1	0	2	3	2	1	2	1	0	0	0	0	0	0	4	0	4	0	0	0	0	0	1	9
Mle_000236	924	25	0	0	52	0	0	0	0	1	3	31	4	5	5	14	4	43	10	4	7	13	2	5	73	25	47	0	6	28	25	49
Mle_000237	449	38	0	0	6	0	0	0	0	0	0	18	2	1	13	1	0	0	7	0	1	1	0	0	1	44	84	2	0	1	38	0
Mle_000238	847	13	0	0	30	0	1	0	0	0	0	14	1	3	6	4	0	0	32	1	0	1	3	0	25	20	38	4	2	3	13	10
Mle_000239	639	1017	1211	166	2375	776	685	23	2067	510	1192	2170	509	1078	1288	1026	360	122	1545	515	202	1454	366	352	39	445	302	215	517	217	807	24
Mle_000240	463	4	0	0	7	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	1	3	7	1	1	0	4	2
Mle_000241	872	133	9	1	255	8	5	0	11	2	11	70	12	27	6	3	21	75	85	41	16	14	20	31	73	115	284	63	58	104	133	112
Mle_000242	1773	143	75	45	153	57	24	19	112	49	20	149	37	40	105	86	48	9	136	38	18	44	47	30	40	48	121	72	35	64	116	70
Mle_000243	2429	1750	988	358	2958	562	623	121	1478	523	480	2067	633	685	1155	1226	611	291	1436	330	160	800	453	227	507	1029	2417	938	483	1248	1585	740
Mle_000244	558	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	4	1	11	0	0	1	0	0
Mle_000245	757	8	0	0	10	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	2	11	6	5	0	1	7	8	0
Mle_000246	2085	80	0	0	18	0	0	0	0	0	5	93	1	36	1	0	10	107	5	18	20	4	14	12	25	44	33	19	29	14	80	22
Mle_000247	611	375	45	152	490	23	25	64	127	18	27	249	18	56	151	71	33	96	392	19	60	87	29	22	415	231	571	150	94	387	347	330
Mle_000248	614	398	4	0	469	0	3	5	51	1	15	122	1	29	89	15	2	72	1396	9	42	28	32	8	118	171	553	61	28	190	296	1109
Mle_000249	512	25	0	0	8	0	24	0	0	1	22	66	39	25	49	13	30	25	45	12	4	86	3	4	8	20	32	0	3	20	25	16
Mle_000250	927	14	0	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	1	0	2	0	0	9	12	5	1	4	14	6
Mle_000251	498	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	1	5	0	1	0	0	0
Mle_000252	492	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	4	0
Mle_000253	588	135	16	29	152	14	15	23	12	8	16	222	23	28	144	25	26	54	56	55	40	28	48	49	184	99	242	87	56	45	131	117
Mle_000254	1378	36	5	19	41	3	11	0	7	5	2	50	3	5	44	14	5	8	23	6	3	6	23	8	53	17	33	30	5	25	33	21
Mle_000255	808	4	1	0	6	1	1	0	1	1	0	2	0	1	2	0	0	15	31	1	1	0	0	0	0	1	4	0	0	2	4	0
Mle_000256	456	1	0	0	2	0	2	0	0	1	1	1	0	1	1	0	2	0	7	2	0	1	0	0	0	0	0	0	0	0	1	0
Mle_000257	1186	5440	2276	5229	3772	1747	555	24196	2392	1546	638	10817	1611	617	9716	1867	1131	1949	2279	3318	3005	1475	2757	4171	16343	3853	10151	2151	1561	837	4062	7032
Mle_000258	453	3	1	0	1	0	0	0	0	0	1	11	2	1	11	1	1	0	1	2	5	1	1	2	74	0	0	0	0	3	3	20
Mle_000259	469	1	0	0	9	0	0	0	0	0	0	2	0	0	0	0	1	14	4	10	0	0	0	6	14	2	2	12	3	2	1	19
Mle_000260	645	6	0	0	12	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	5	15	1	4	5	6	0
Mle_000261	946	7	0	0	20	0	0	0	1	0	0	12	0	0	8	0	1	0	54	0	5	0	1	3	20	19	35	5	3	2	7	6
Mle_000262	848	2	0	0	4	1	0	0	0	0	0	3	0	1	1	0	1	2	3	4	0	1	0	0	4	0	5	0	0	0	2	8
Mle_000263	1233	1	1	0	9	0	3	0	0	0	1	9	3	5	7	2	6	0	6	2	1	7	2	3	0	3	15	1	1	3	1	0
Mle_000264	545	5	2	1	4	9	1	0	2	5	4	1	8	6	1	2	9	0	1	17	0	3	0	9	0	2	4	0	12	2	5	0
Mle_000265	386	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	2	8
Mle_000266	1314	98	76	42	1416	35	12	28	54	42	11	87	36	23	70	46	35	32	71	35	3	37	55	27	45	79	1131	45	38	72	85	407
Mle_000267	705	4	0	0	10	0	0	0	0	0	0	3	0	2	0	0	0	8	6	4	3	0	6	1	7	12	5	3	5	4	4	9
Mle_000268	1295	2	0	0	15	0	0	0	7	0	0	7	1	1	3	1	0	0	147	5	1	0	0	2	0	14	33	2	0	4	2	0
Mle_000269	460	3	0	0	16	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	3	9	2	1	5	3	5
Mle_000270	2370	367	55	1	488	27	15	12	51	24	19	195	41	48	42	53	29	34	172	31	57	64	102	38	306	319	587	183	126	239	356	448
Mle_000271	592	4	0	0	8	0	0	0	0	0	0	7	0	0	6	0	0	0	4	2	2	0	0	1	0	4	5	0	0	1	4	0
Mle_000272	829	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	1	13	0	1	0	4	0
Mle_000273	2843	2204	1152	689	2228	842	747	451	1208	765	475	2635	897	826	1606	1011	685	997	1167	938	557	879	960	952	1222	1073	2053	950	1076	1069	2004	1456
Mle_000274	321	13	0	0	22	0	0	0	0	0	2	2	0	1	2	0	2	11	36	7	9	0	3	15	19	17	26	12	6	12	13	59
Mle_000275	2165	28	1	0	54	3	1	0	3	0	5	12	0	18	2	5	5	3	17	30	8	5	5	19	5	11	66	7	24	18	28	2
Mle_000276	3959	1308	639	721	1791	472	405	425	1000	404	371	1862	415	524	1261	806	377	321	1379	527	412	647	721	478	652	568	1349	831	508	565	1134	472
Mle_000277	410	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mle_000278	394	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	3	2	0	1	1	2	0
Mle_000279	1585	14	0	0	36	0	3	0	0	0	3	15	0	6	10	0	1	23	17	7	0	1	8	3	5	12	26	0	3	4	13	5
Mle_000280	645	13	0	0	13	1	0	0	0	0	0	5	0	0	0	0	0	3	7	3	5	0	6	1	16	6	12	0	1	7	13	1
Mle_000281	320	55	16	0	33	6	4	0	98	3	5	38	4	12	24	108	2	1	28	4	0	46	4	2	4	11	33	12	2	21	54	0
Mle_000282	5429	7430	231	207	4425	119	216	80	441	115	1014	4811	181	2304	744	258	567	3949	8648	2178	2500	1048	1520	2346	8978	5747	9887	2078	4586	5038	7047	9830
Mle_000283	2449	2576	1271	1435	2308	829	1010	464	2093	796	987	4876	980	1284	3813	2092	864	1105	1814	824	666	1318	1675	946	1852	982	1946	2474	891	975	2173	1355
Mle_000284	1001	6	0	2	11	0	0	0	0	0	0	3	0	1	2	0	1	15	12	11	5	1	11	3	1	8	13	11	11	8	6	15
Mle_000285	1813	96	1	0	124	0	0	0	10	0	1	60	1	2	22	12	2	22	150	0	3	11	14	3	29	85	173	63	3	9	88	27
Mle_000286	1221	16	0	1	22	1	2	0	1	0	3	9	2	4	2	0	0	0	38	6	6	0	10	10	34	18	43	7	5	8	16	1
Mle_000287	421	1	0	0	3	0	0	0	0	0	1	1	0	0	1	0	0	4	8	0	0	0	0	0	0	0	2	0	0	0	1	6
Mle_000288	322	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Mle_000289	1112	834	17	14	888	11	29	39	15	7	90	579	45	265	168	17	64	629	1202	348	806	130	471	274	2703	848	1528	708	501	922	814	3216
Mle_000290	1796	1151	534	725	1558	323	238	567	871	244	248	1749	211	324	1285	745	148	383	739	376	382	645	702	361	1405	549	1463	878	484	923	979	1536
Mle_000291	454	5	0	0	6	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	7	4	12	0	0	1	5	4
Mle_000292	5004	15410	7310	11459	12596	4452	4955	6286	9324	3839	4016	28689	4087	5625	22755	4090	3100	8396	9566	6688	2424	3285	4589	7202	7341	5744	9225	5748	5462	3036	12859	3483
Mle_000293	12247	1839	326	233	1737	380	599	223	1113	352	559	2816	469	701	2167	639	348	765	3600	392	148	391	675	428	390	847	2061	967	427	360	1635	512
Mle_000294	1417	427	401	161	372	287	205	55	366	205	188	550	266	267	296	228	198	214	343	140	61	249	196	117	138	202	304	218	143	189	381	98
Mle_000295	2180	4277	1275	1815	4435	1203	777	961	2006	1186	610	7564	1406	1092	5730	1271	1153	1504	3090	1648	618	906	1077	1374	2036	1779	4203	1391	1320	1121	3763	1006
Mle_000296	712	3	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	1	0	1	1	7	14	0	3	0	3	8
Mle_000297	1041	23	0	0	20	0	0	0	0	0	1	14	0	8	0	0	5	14	15	6	9	1	0	1	10	26	33	1	4	15	22	37
Mle_000298	590	2	0	0	6	3	1	0	0	0	0	7	1	1	4	0	6	19	3	10	6	0	8	21	13	4	16	1	5	1	2	5
Mle_000299	391	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0
Mle_000300	474	14	0	0	15	0	0	0	0	0	0	0	1	2	0	0	1	15	1	1	0	1	0	0	2	2	21	1	2	7	14	0
Mle_000301	935	7	0	0	17	0	0	0	1	0	0	2	0	0	0	0	1	0	14	2	0	0	0	0	0	9	20	0	0	4	7	4
Mle_000302	618	3	0	0	8	0	0	0	0	0	0	2	0	1	0	0	0	4	11	2	2	0	4	0	5	7	12	16	1	2	3	0
Mle_000303	1459	33	1	0	55	1	0	0	1	0	0	17	0	6	0	1	0	0	30	3	2	1	1	0	1	16	77	10	1	13	33	5
Mle_000304	1476	119	0	0	148	0	9	0	1	3	8	75	18	22	31	12	30	35	24	11	4	20	7	9	20	60	112	15	13	51	119	27
Mle_000305	2834	7449	3815	3179	7673	2217	2533	2046	8183	2134	2294	12214	2246	2999	8790	5578	1920	2994	5617	2068	1198	5254	2248	2046	2303	2418	4019	2167	1861	2303	6312	1133
Mle_000306	787	12	0	0	16	0	2	0	1	1	4	11	0	11	1	0	3	10	36	67	2	5	5	56	23	9	33	19	56	1	12	5
Mle_000307	675	23	6	11	20	2	1	0	20	3	4	17	2	2	13	17	2	1	25	2	10	6	10	2	3	10	24	1	5	15	17	19
Mle_000308	1201	34	2	0	39	3	0	0	1	1	3	38	0	2	2	1	4	17	9	2	6	2	8	17	4	56	81	10	9	26	34	17
Mle_000309	577	1	0	0	8	0	0	0	0	0	0	4	0	0	0	0	1	0	3	1	0	1	0	0	3	5	7	1	0	2	1	2
Mle_000310	1272	8	0	0	38	0	0	0	0	1	0	13	0	1	6	2	3	14	77	8	2	6	0	4	24	20	38	5	5	11	8	41
Mle_000311	1642	15	0	0	35	0	0	0	0	0	1	7	0	10	0	0	1	0	8	2	1	0	3	3	1	11	31	1	4	7	15	0
Mle_000312	3105	10593	3591	6666	7724	2491	2154	7920	5983	2340	2278	17512	2589	3167	12752	3706	2166	5530	6670	4430	3395	3867	4251	4326	12527	5704	9641	5059	4157	3514	9079	6608
Mle_000313	657	89	7	0	118	2	2	0	18	0	7	53	6	8	10	10	7	8	218	3	5	5	16	1	6	48	146	7	19	26	88	17
Mle_000314	4190	1538	639	417	1040	578	305	280	874	499	221	1516	612	465	832	668	568	603	733	514	224	356	402	353	896	819	1354	489	562	395	1390	394
Mle_000315	663	2	0	0	24	0	0	0	0	0	0	5	0	0	0	0	1	0	5	2	0	0	5	2	2	3	7	0	10	1	2	0
Mle_000316	962	1074	2107	1030	1375	809	817	47	1605	627	861	1240	694	846	814	1149	495	162	835	242	237	977	3421	215	192	251	745	2854	262	850	857	302
Mle_000317	1286	82	0	0	94	0	9	0	0	0	6	63	4	16	19	3	19	22	16	23	3	7	3	10	22	57	148	4	22	40	82	31
Mle_000318	443	7	0	0	8	0	0	0	1	0	2	4	0	2	4	2	0	0	2	0	0	3	0	2	0	3	12	0	0	1	6	3
Mle_000319	402	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	1	0
Mle_000320	429	4	0	0	8	0	0	0	1	0	0	2	0	0	0	0	0	0	8	0	0	2	0	0	1	3	11	0	1	1	4	0
Mle_000321	877	238	205	59	229	170	217	16	271	163	181	263	249	299	122	194	177	42	127	68	48	158	29	35	99	146	198	75	78	243	221	85
Mle_000322	1142	2390	954	712	2668	710	633	924	1145	728	654	3946	900	1018	1960	877	887	896	2294	937	633	798	384	787	2265	1735	2997	596	966	1168	2157	2113
Mle_000323	342	8	0	1	7	0	0	17	1	0	0	1	0	2	0	1	0	15	11	6	0	1	0	1	10	1	5	4	0	3	8	59
Mle_000324	480	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	2	8	2	5
Mle_000325	1923	41	2	0	35	1	18	0	3	1	48	47	4	54	14	1	58	71	58	74	27	55	42	37	34	30	75	25	22	8	41	30
Mle_000326	3540	2037	797	407	2665	395	515	106	984	334	517	1884	369	778	1163	775	256	274	1085	464	155	582	965	429	597	799	2303	1154	507	991	1796	991
Mle_000327	839	87	0	0	186	2	3	0	19	7	29	41	9	61	8	13	12	28	536	36	22	39	43	23	102	110	208	79	88	158	81	157
Mle_000328	555	32	0	0	70	0	0	0	47	0	0	33	0	0	19	42	0	0	53	1	0	33	1	0	0	0	23	1	2	1	18	0
Mle_000329	1284	2614	20	4	6032	13	27	0	27	5	56	1046	19	288	85	38	26	286	1568	97	245	64	511	141	1296	2948	8228	1234	674	2841	2608	3196
Mle_000330	2315	186	2	2	154	4	20	0	18	0	23	136	10	36	72	13	7	65	115	9	15	79	32	11	250	106	248	81	47	288	185	714
Mle_000331	2075	564	5	20	879	3	12	21	18	2	48	480	11	163	100	16	39	194	94	71	76	64	26	72	1179	519	1074	50	189	334	560	386
Mle_000332	4819	118	4	0	286	2	3	0	5	0	5	61	0	18	47	2	8	5	274	12	23	6	5	8	94	98	290	13	31	93	118	208
Mle_000333	346	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	1	0	0
Mle_000334	2670	2871	2425	1686	2377	1437	919	1654	2342	1375	854	4953	1586	1283	3679	1543	1351	886	1935	1247	715	1224	1554	997	1834	1000	1687	1733	1054	1610	2474	975
Mle_000335	1035	2399	1415	1451	2078	830	920	722	1191	715	841	3127	694	931	2292	977	605	1153	1618	1906	1187	1406	3618	2385	1279	655	1417	2225	1583	466	1822	736
Mle_000336	1750	327	279	797	253	180	195	428	238	136	218	795	176	259	599	190	110	159	171	169	193	161	139	146	546	128	163	100	127	226	284	235
Mle_000337	814	33	30	25	504	24	1	8	5	27	0	227	16	3	216	7	19	4	316	17	12	12	22	15	62	47	471	16	13	57	25	524
Mle_000338	598	1	0	0	6	1	0	0	3	0	0	2	0	0	2	4	0	0	6	1	0	1	0	0	0	3	5	5	3	6	1	0
Mle_000339	989	25	0	0	45	0	2	0	1	1	2	5	3	5	2	0	7	1	26	2	2	3	0	1	6	8	38	5	6	15	24	0
Mle_000340	1186	12	0	0	19	0	0	0	0	0	0	2	0	1	1	0	0	19	16	2	3	2	5	2	1	11	30	0	2	7	12	14
Mle_000341	349	33	0	0	46	1	1	0	0	0	3	30	3	1	10	1	5	1	21	9	1	1	0	4	17	24	65	2	15	16	33	39
Mle_000342	2718	3865	646	489	2561	343	796	406	972	296	936	3087	244	2030	1062	584	308	1101	1188	1017	1606	608	2100	1174	5435	2508	3980	2535	1992	2658	3694	3323
Mle_000343	520	38	0	0	45	0	0	0	0	0	1	8	0	0	0	0	0	2	28	0	0	0	0	0	0	15	40	8	1	11	38	0
Mle_000344	1243	394	133	138	370	112	58	84	224	103	42	473	117	60	362	160	92	32	187	116	70	94	287	102	223	156	379	336	103	108	303	126
Mle_000345	713	5	0	0	7	0	0	0	0	0	0	11	1	0	1	0	2	14	2	1	8	0	3	1	6	5	4	8	1	7	5	17
Mle_000346	668	8	0	0	37	0	1	0	1	0	1	4	0	2	2	0	1	0	5	0	0	0	0	0	0	4	43	1	1	0	8	13
Mle_000347	798	8	0	0	22	0	0	0	1	0	0	4	0	2	3	2	0	0	80	0	0	1	0	0	9	2	10	0	0	0	6	12
Mle_000348	3157	2414	1150	725	1457	706	718	449	1620	632	610	3746	786	960	2512	797	603	1532	1827	955	525	573	1256	992	1272	1130	1368	1467	1008	959	2070	1086
Mle_000349	968	21	0	0	20	0	1	0	0	0	2	5	0	2	1	2	3	12	8	2	4	4	8	3	3	11	34	38	6	23	21	21
Mle_000350	415	3	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	1	2	0	0	2	3	0
Mle_000351	387	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	11	1	4	0	1	0	0	0
Mle_000352	1280	24	0	1	68	2	1	0	0	0	2	17	0	6	0	0	1	2	24	3	1	0	2	12	15	23	55	8	8	15	23	51
Mle_000353	1213	2	1	1	314	1	0	0	3	0	0	8	1	1	2	3	2	1	1401	2	0	0	0	0	8	17	198	2	7	9	2	93
Mle_000354	514	149	86	21	65	59	22	1	194	52	8	84	81	34	52	258	58	11	59	16	10	106	28	8	27	68	60	56	12	92	135	26
