Gene	sp_id	sp_evalue	sp_desc	go_all	Pfam
Mle_000314	Q3URV1	6e-137	Protein broad-minded	GO:0005929;GO:0005737;GO:0035082;GO:0043010;GO:0060271;GO:0007368;GO:0042733;GO:0007507;GO:0002088;GO:0021915;GO:0061512;GO:0060041;GO:0003406;GO:0007224;GO:0060831	NA
Mle_000322	Q10142	9e-16	Inositol phosphorylceramide synthase catalytic subunit aur1	GO:0005794;GO:0032580;GO:0070916;GO:0030173;GO:0045140;GO:0006673;GO:0030148	NA
Mle_000325	Q86BN8	4e-07	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	GO:0005743;GO:0005739;GO:0008962;GO:0004439;GO:0004725;GO:0008138;GO:0016311;GO:0022008;GO:0006655;GO:0006470;GO:0008138;GO:0006470	PF00782;PF00782
Mle_000326	Q7ZZC8	0	Serine/threonine-protein kinase Nek9	GO:0005737;GO:0005524;GO:0046872;GO:0019901;GO:0004674;GO:0051301;GO:0007067;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468	PF00069;PF00069;PF00069;PF07714;PF07714
Mle_000328	O94929	6e-11	Actin-binding LIM protein 3	GO:0005737;GO:0030027;GO:0001725;GO:0008270;GO:0030036;GO:0042384;GO:0030032;GO:1903955;GO:0045944;GO:0006351;GO:0008270	PF00412
Mle_000330	A2T779	1e-10	Homeobox protein MOX-1	GO:0005737;GO:0005634;GO:0001046;GO:0043565;GO:0003700;GO:0060218;GO:0061056;GO:0061053;GO:0006351;GO:0003677	PF00046
Mle_000333	O95147	8e-22	Dual specificity protein phosphatase 14	GO:0017017;GO:0044822;GO:0004725;GO:0035335;GO:0008138;GO:0006470	PF00782;PF00782
Mle_000334	Q8VC51	1e-50	Telomerase Cajal body protein 1	GO:0015030;GO:0005737;GO:0005634;GO:0005697;GO:0051087;GO:0032403;GO:0003723;GO:0070034;GO:0070200;GO:1904851;GO:0051973;GO:0032212;GO:0090666;GO:0090671;GO:0032203;GO:0005515	PF00400
Mle_000335	Q17QM9	3e-10	CB1 cannabinoid receptor-interacting protein 1	GO:0043209	NA
Mle_000337	Q9D1G0	1e-41	Deoxyribonuclease-1-like 2	GO:0005737;GO:0005576;GO:0005634;GO:0004536;GO:0004519;GO:0046872;GO:0003335;GO:0006308;GO:0001942	NA
Mle_000341	Q9BTC0	6e-04	Death-inducer obliterator 1	GO:0005737;GO:0005634;GO:0005819;GO:0044822;GO:0008270;GO:0097190;GO:0006351;GO:0005515	PF00628
Mle_000342	Q8IUK5	3e-33	Plexin domain-containing protein 1	GO:0005923;GO:0005737;GO:0030425;GO:0005576;GO:0005615;GO:0016021;GO:0005622;GO:0043025;GO:0005886;GO:0043235;GO:0001525;GO:0021510	NA
Mle_000344	Q99829	2e-112	Copine-1	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005634;GO:0005886;GO:0005509;GO:0005544;GO:0004175;GO:0051059;GO:0001786;GO:0042803;GO:0005215;GO:0071277;GO:0046474;GO:0006629;GO:0043392;GO:0010629;GO:1901223;GO:1990138;GO:0045666;GO:0051897;GO:1903265;GO:0006508;GO:0043122;GO:0006355;GO:0006351;GO:0016192;GO:0005515	PF00168
Mle_000345	O57422	2e-04	Melanopsin-B	GO:0016021;GO:0004930;GO:0009881;GO:0007602;GO:0018298;GO:0007601;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001
Mle_000347	Q8K078	1e-10	Solute carrier organic anion transporter family member 4A1	GO:0005887;GO:0008514;GO:0015347;GO:0015349;GO:0015711;GO:0043252;GO:0042403;GO:0070327;GO:0005215;GO:0006810;GO:0016020	PF03137;PF03137;PF03137
Mle_000348	B5MCY1	6e-12	Tudor domain-containing protein 15	NA	NA
Mle_000357	Q00286	2e-34	Pituitary-specific positive transcription factor 1	GO:0005737;GO:0005654;GO:0005634;GO:0005667;GO:0003682;GO:0003677;GO:0001102;GO:0000978;GO:0001105;GO:0000981;GO:0001085;GO:0043565;GO:0003714;GO:0003700;GO:0008134;GO:0001077;GO:0030183;GO:0001708;GO:0008340;GO:0000122;GO:0051169;GO:0021983;GO:0008284;GO:0032962;GO:0040018;GO:0045944;GO:0045893;GO:0043567;GO:0006355;GO:0060133;GO:0060126;GO:0003677;GO:0003700;GO:0006355	PF00046;PF00157;PF00157
Mle_000358	P43141	2e-07	Beta-4C adrenergic receptor	GO:0016021;GO:0005886;GO:0004940;GO:0007189;GO:0045823;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001
Mle_000359	Q62266	2e-07	Cornifin-A	GO:0071944;GO:0001533;GO:0005737;GO:0030674;GO:0005198;GO:0031424;GO:0030216;GO:0018149	NA
Mle_000364	Q6ZRS2	2e-148	Helicase SRCAP	GO:0005794;GO:0005634;GO:0048471;GO:0043234;GO:0005524;GO:0003677;GO:0004386;GO:0004402;GO:0003713;GO:0006357;GO:0006351;GO:0016032;GO:0005524;GO:0003676;GO:0005524	PF00176;PF00270;PF00270
Mle_000365	P21328	3e-04	RNA-directed DNA polymerase from mobile element jockey	GO:0003964	NA
Mle_000367	Q10468	9e-12	Beta-1,4 N-acetylgalactosaminyltransferase 1	GO:0030173;GO:0005886;GO:0003947;GO:0008376;GO:0001574;GO:0030259;GO:0019915;GO:0006486;GO:0007283	NA
Mle_000372	P70671	1e-04	Interferon regulatory factor 3	GO:0005737;GO:0005829;GO:0005634;GO:0042802;GO:0042803;GO:0000975;GO:0003700;GO:0071359;GO:0071222;GO:0051607;GO:0045087;GO:0031663;GO:0050715;GO:0043123;GO:0032727;GO:0032728;GO:0060340;GO:0097300;GO:0009617;GO:0043330;GO:0032496;GO:0006351;GO:0045351;GO:0000975	PF00605
Mle_000373	Q8BMD6	5e-88	Transmembrane protein 260	GO:0016021	NA
Mle_000374	P54965	2e-17	Choloylglycine hydrolase	GO:0045302	NA
Mle_000375	P57073	1e-36	Transcription factor SOX-8	GO:0005737;GO:0044798;GO:0005634;GO:0003677;GO:0000979;GO:0000981;GO:0060612;GO:0060018;GO:0045165;GO:0048469;GO:0048484;GO:0045444;GO:0001701;GO:0008584;GO:0072289;GO:0061138;GO:0043066;GO:0045662;GO:0046533;GO:0045892;GO:0001755;GO:0048709;GO:0001649;GO:0007422;GO:0090190;GO:0014015;GO:0090184;GO:0033690;GO:0045944;GO:0045893;GO:0010817;GO:0072034;GO:0060041;GO:0060221;GO:0060009;GO:0007165;GO:0035914;GO:0007283;GO:0006351;GO:0072197	NA
Mle_000378	B1H1P9	2e-59	Lysosomal acid phosphatase	GO:0016021;GO:0043202;GO:0005765;GO:0003993;GO:0003993	PF00328
Mle_000380	Q0VD50	2e-50	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	GO:0005634;GO:0005524;GO:0000309;GO:0004515;GO:0034628;GO:0009611;GO:0003824;GO:0009058	PF01467;PF01467
Mle_000381	P0C7U3	4e-21	Probable palmitoyltransferase ZDHHC11B	GO:0016021;GO:0019706;GO:0008270	NA
Mle_000382	Q9R1C7	2e-84	Pre-mRNA-processing factor 40 homolog A	GO:0005737;GO:0016020;GO:0016363;GO:0016607;GO:0005654;GO:0005685;GO:0071004;GO:0044822;GO:0070064;GO:0003723;GO:0016477;GO:0007010;GO:0000398;GO:0008360;GO:0032465;GO:0005515;GO:0000166;GO:0004812;GO:0005524;GO:0006418	PF00397;PF00579;PF00579;PF00579;PF00579
Mle_000383	O88854	6e-08	Galanin receptor type 2	GO:0005829;GO:0005887;GO:0004966;GO:0042923;GO:0017046;GO:0007189;GO:0007188;GO:0043647;GO:0007194;GO:0031175;GO:0046488;GO:0007200;GO:0007204;GO:1902608;GO:0045944;GO:0004930;GO:0007186;GO:0016021;GO:0008528	PF00001;PF00001;PF00001;PF10324
Mle_000384	Q6NRT6	3e-164	DnaJ homolog subfamily C member 10	GO:0005788;GO:0016671;GO:0015035;GO:0045454;GO:0030433;GO:0034975;GO:0045454;GO:0016209;GO:0016491;GO:0055114;GO:0016491	PF00085;PF00578;PF00578;PF00578;PF08534
Mle_000388	Q5SUV2	7e-45	MYCBP-associated protein	GO:0005737;GO:0016020;GO:0030154;GO:0007275;GO:0007283;GO:0007268	NA
Mle_000391	Q24K02	3e-80	Insulin-degrading enzyme	GO:0009986;GO:0005829;GO:0005615;GO:0005739;GO:0005654;GO:0005782;GO:0005886;GO:0005524;GO:0004222;GO:0042277;GO:0008270;GO:0050435;GO:0010815;GO:0008340;GO:1901143;GO:0043171;GO:0032461;GO:0051260;GO:0016485;GO:0051603;GO:0010992	NA
Mle_000393	Q9WVM6	3e-73	Tolloid-like protein 2	GO:0005576;GO:0005509;GO:0004222;GO:0008270;GO:0030154;GO:0007275;GO:0048632;GO:0005515;GO:0004222;GO:0006508;GO:0005509	PF00008;PF01400;PF01400;PF07645
Mle_000398	Q9NBX4	8e-30	Probable RNA-directed DNA polymerase from transposon X-element	GO:0003964;GO:0006313	NA
Mle_000400	Q14DH7	0	Acyl-CoA synthetase short-chain family member 3, mitochondrial	GO:0005739;GO:0003987;GO:0005524;GO:0008152;GO:0003824;GO:0008152	PF00501;PF00501
Mle_000405	P0C024	4e-26	Peroxisomal coenzyme A diphosphatase NUDT7	GO:0005782;GO:0005777;GO:0003986;GO:0016289;GO:0016818;GO:0000287;GO:0030145;GO:0005102;GO:0030515;GO:0046356;GO:0050873;GO:0044255;GO:0015938;GO:0009132;GO:0016787	PF00293
Mle_000410	P30638	3e-30	Putative transporter ZK637.1	GO:0016021;GO:0022891;GO:0022857;GO:0055085;GO:0016021;GO:0055085;GO:0016021	PF00083;PF00083;PF00083;PF07690;PF07690
Mle_000411	Q63081	3e-142	Protein disulfide-isomerase A6	GO:0005788;GO:0005793;GO:0042470;GO:0005886;GO:0005790;GO:0005509;GO:0003756;GO:0043277;GO:0045454;GO:0030168;GO:0070527;GO:0006457;GO:0034976;GO:0045454	PF00085
Mle_000415	Q12830	7e-04	Nucleosome-remodeling factor subunit BPTF	GO:0044297;GO:0005737;GO:0030425;GO:0070062;GO:0005654;GO:0005634;GO:0016589;GO:0048471;GO:0043565;GO:0008134;GO:0008270;GO:0009952;GO:0007420;GO:1990090;GO:0006338;GO:0001892;GO:0007492;GO:0000122;GO:0045893;GO:0006355;GO:0009611;GO:0006351;GO:0005515	PF00628
Mle_000417	Q9N2M8	2e-42	Headcase protein	GO:0030424;GO:0005737;GO:0030425;GO:0048471;GO:0048675;GO:0035147;GO:0030154;GO:0007476;GO:0002165;GO:0050768;GO:0035155;GO:0022008;GO:0007424;GO:1904799;GO:0016246;GO:0035071;GO:0007430	NA
Mle_000420	Q9I926	8e-12	Fucolectin-6	GO:0005615;GO:0005509;GO:0030246;GO:0042806;GO:0010185;GO:0001868;GO:0045088	NA
Mle_000421	O88480	2e-23	Calcineurin-binding protein cabin-1	GO:0005737;GO:0005634;GO:0019904;GO:0030346;GO:0004864;GO:0016568;GO:0006336;GO:0060548;GO:0014823;GO:0005515;GO:0005515;GO:0005515;GO:0005515	PF00515;PF13176;PF13181;PF13414
Mle_000423	Q4W1W1	3e-63	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1	GO:0005783;GO:0005789;GO:0016021;GO:0018812;GO:0019899;GO:0004864;GO:0030497;GO:0030148;GO:0042761	NA
Mle_000427	O08740	1e-43	DNA-directed RNA polymerase II subunit RPB11	GO:0005665;GO:0005654;GO:0005634;GO:0003677;GO:0003899;GO:0030275;GO:0034587;GO:0006366;GO:0046983;GO:0006351;GO:0046983;GO:0006351	PF01193;PF01193;PF13656;PF13656
Mle_000433	P02362	7e-79	40S ribosomal protein S7	GO:0005840;GO:0003735;GO:0006412;GO:0003735;GO:0006412;GO:0005622;GO:0005840	PF01251;PF01251;PF01251;PF01251
Mle_000435	Q6V0K7	1e-10	Oncoprotein-induced transcript 3 protein	GO:0005635;GO:0005509	NA
Mle_000438	Q6U6J0	4e-32	Juvenile hormone epoxide hydrolase	GO:0005789;GO:0016021;GO:0033961;GO:0019439	NA
Mle_000441	Q6AXR5	2e-06	UDP-N-acetylglucosamine transporter	GO:0000139;GO:0016021;GO:0005351;GO:0015788	NA
Mle_000442	C0R078	2e-06	30S ribosomal protein S18	GO:0005840;GO:0019843;GO:0003735;GO:0006412;GO:0003735;GO:0006412;GO:0005622;GO:0005840;GO:0006333;GO:0005634	PF01084;PF01084;PF01084;PF01084;PF04729;PF04729
Mle_000448	P02599	2e-23	Calmodulin	GO:0000331;GO:0005737;GO:0031012;GO:0005615;GO:0005622;GO:0005634;GO:0005509;GO:0050839;GO:0019900;GO:0019901;GO:0031013;GO:0072666;GO:0000281;GO:1903665;GO:0045861;GO:0032781;GO:0051343;GO:0061122;GO:0043549;GO:0005509;GO:0005509;GO:0007165;GO:0005578;GO:0005509;GO:0005509;GO:0005509;GO:0005509	PF00036;PF10591;PF10591;PF10591;PF13202;PF13405;PF13499;PF13833
Mle_000449	Q4QR75	9e-46	Exosome complex component RRP45	GO:0000177;GO:0000178;GO:0070062;GO:0000228;GO:0000176;GO:0005730;GO:0005654;GO:0017091;GO:0044822;GO:0001102;GO:0043928;GO:0000467;GO:0071028;GO:0071042;GO:0071035;GO:0071038;GO:0034427;GO:0030307;GO:0045944;GO:0034473;GO:0034475;GO:0034476	NA
Mle_000450	Q7T3S3	4e-08	Carbohydrate sulfotransferase 11	GO:0000139;GO:0016021;GO:0047756;GO:0016051;GO:0030206;GO:0008045;GO:0007517;GO:0008146;GO:0016021	PF03567;PF03567
Mle_000451	P21369	6e-30	Pyrazinamidase/nicotinamidase	GO:0005829;GO:0046872;GO:0008936;GO:0019363;GO:0003824;GO:0008152	PF00857;PF00857
Mle_000454	Q03526	2e-09	Tyrosine-protein kinase ITK/TSK	GO:0005911;GO:0005829;GO:0031234;GO:0005524;GO:0046872;GO:0004715;GO:0007202;GO:0002250;GO:0001816;GO:0038095;GO:0045087;GO:0032609;GO:0032633;GO:0035556;GO:0001865;GO:0038083;GO:0042127;GO:0050852;GO:0007169;GO:0035556	PF00779
Mle_000457	Q8N7B6	4e-52	PACRG-like protein	NA	NA
Mle_000459	Q5R3Z8	8e-21	F-box/LRR-repeat protein 2	GO:0016020;GO:0019005;GO:0016567;GO:0010506;GO:0014066;GO:0031146;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515	PF00560;PF00646;PF12937;PF13516;PF13855
Mle_000460	Q32L53	7e-38	Protein lifeguard 1	GO:0005783;GO:0005794;GO:0016021;GO:0032469;GO:1902236;GO:0005515	PF00651
Mle_000463	Q4LDE5	5e-07	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	GO:0005737;GO:0005576;GO:0016020;GO:0005509;GO:0003682;GO:0007155;GO:0004308;GO:0005975	PF02973;PF02973
Mle_000465	Q5U3S1	0	Katanin p60 ATPase-containing subunit A-like 1	GO:0005737;GO:0005874;GO:0005634;GO:0005524;GO:0008568;GO:0031122;GO:0051013;GO:0005524;GO:0005524;GO:0009378;GO:0006281;GO:0006310;GO:0003678;GO:0005524;GO:0005524;GO:0005524;GO:0016887	PF00004;PF01695;PF05496;PF05496;PF05496;PF06068;PF06068;PF07724;PF07728;PF07728
Mle_000470	B0BLW3	6e-09	Leucine-rich repeat-containing G-protein coupled receptor 4	GO:0005887;GO:0004888;GO:0030282;GO:0046849;GO:0007186;GO:0050710;GO:0034122;GO:0001649;GO:0090263;GO:0048511;GO:0007283;GO:0016055;GO:0005515	PF00057
Mle_000473	Q14974	0	Importin subunit beta-1	GO:0005737;GO:0005829;GO:0071782;GO:0070062;GO:0016020;GO:0005635;GO:0031965;GO:0034399;GO:0005643;GO:0005654;GO:0043234;GO:0019899;GO:0008139;GO:0044822;GO:0019904;GO:0008565;GO:0008270;GO:0006309;GO:0030953;GO:0040001;GO:0045184;GO:0075733;GO:0007079;GO:0007080;GO:0090307;GO:0019054;GO:0006607;GO:0006606;GO:0000059;GO:0000060;GO:0031291;GO:0006610;GO:0005515;GO:0005515;GO:0008536;GO:0006886;GO:0016820;GO:0015991;GO:0000221	PF00514;PF02985;PF03810;PF03810;PF11698;PF11698;PF11698
Mle_000475	Q6PA72	1e-22	Target of rapamycin complex subunit lst8	GO:0005737;GO:0005515	PF00400
Mle_000476	P21329	6e-32	RNA-directed DNA polymerase from mobile element jockey	GO:0003964	NA
Mle_000477	Q9YHZ5	2e-22	Serine/threonine-protein kinase pim-2	GO:0005737;GO:0005524;GO:0004674;GO:0006915;GO:0030097;GO:0043066;GO:0046777;GO:0006468;GO:0007346;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468	PF00069;PF00069;PF00069;PF07714;PF07714
Mle_000478	Q9NPC8	1e-78	Homeobox protein SIX2	GO:0005737;GO:0031965;GO:0005654;GO:0005634;GO:0005886;GO:0000978;GO:0003700;GO:0001077;GO:0009653;GO:0009948;GO:0016477;GO:0008283;GO:0002062;GO:0048701;GO:0048557;GO:0001822;GO:0072161;GO:0072038;GO:0097168;GO:0003337;GO:0007501;GO:0042474;GO:0045596;GO:0072006;GO:0072028;GO:1902732;GO:0006606;GO:0090189;GO:0032330;GO:0030278;GO:0003677;GO:0003677;GO:0006355	PF00046;PF05920;PF05920
Mle_000488	Q9C8E7	1e-07	Glutamate receptor 3.3	GO:0016021;GO:0005622;GO:0005886;GO:0005262;GO:0008066;GO:0004970;GO:0006816;GO:0019722;GO:0071230;GO:0050832;GO:0009630;GO:0009864;GO:0045087;GO:0009611	NA
Mle_000493	Q8VDP6	2e-61	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	GO:0005789;GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005886;GO:0043178;GO:0030246;GO:0003881;GO:0019992;GO:0030145;GO:0046341;GO:0006661;GO:0016780;GO:0008654;GO:0016020	PF01066;PF01066;PF01066
Mle_000503	Q9I310	3e-49	Uncharacterized signaling protein PA1727	GO:0016021;GO:0005886;GO:0005515;GO:0006355;GO:0007049;GO:0005515	PF00651;PF00989;PF04977;PF08447
Mle_000505	Q9BZD2	6e-37	Equilibrative nucleoside transporter 3	GO:0016021;GO:0031902;GO:0005765;GO:0005337;GO:0005337;GO:0006810;GO:0016021	PF01733;PF01733;PF01733
Mle_000508	O43516	4e-04	WAS/WASL-interacting protein family member 1	GO:0015629;GO:0005884;GO:0016023;GO:0005829;GO:0001726;GO:0003779;GO:0051015;GO:0005522;GO:0030048;GO:0008154;GO:0006897;GO:0038096;GO:0051127;GO:0006461;GO:0008360;GO:0051707;GO:0003779	PF02205
Mle_000510	Q2WEA5	7e-32	Transient receptor potential cation channel subfamily M member 1	GO:0016021;GO:0005622;GO:0005886;GO:0005262;GO:0060402;GO:0071482;GO:0007216;GO:0051262	NA
Mle_000517	Q6UB98	2e-34	Ankyrin repeat domain-containing protein 12	GO:0005737;GO:0005654;GO:0005515;GO:0005515	PF00023;PF13606
Mle_000518	Q6ZD95	4e-54	Meiotic recombination protein SPO11-2	GO:0005694;GO:0005634;GO:0005524;GO:0003677;GO:0016787;GO:0046872;GO:0000737;GO:0003677;GO:0003824;GO:0005524;GO:0006259;GO:0005694	PF04406;PF04406;PF04406;PF04406;PF04406
Mle_000519	P24539	9e-26	ATP synthase F(0) complex subunit B1, mitochondrial	GO:0070062;GO:0016020;GO:0005743;GO:0005759;GO:0005753;GO:0000276;GO:0005739;GO:0043209;GO:0005654;GO:0005634;GO:0015078;GO:0022857;GO:0006754;GO:0015986;GO:0042776;GO:0021762;GO:0015078;GO:0015986	PF05405;PF05405
Mle_000524	Q7ZVF3	0	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	GO:0005749;GO:0050660;GO:0008177;GO:0022904;GO:0006105;GO:0006099;GO:0050660;GO:0008033;GO:0016491;GO:0055114;GO:0016491;GO:0055114;GO:0016491;GO:0055114	PF01134;PF01134;PF01266;PF01266;PF02910;PF02910;PF07992;PF07992
Mle_000527	P00786	2e-46	Pro-cathepsin H	GO:0001669;GO:0097208;GO:0005930;GO:0005829;GO:0005615;GO:0005764;GO:0001520;GO:0004177;GO:0008656;GO:0004197;GO:0030108;GO:0030984;GO:0032403;GO:0043621;GO:0004252;GO:0070324;GO:0010815;GO:0097067;GO:0060448;GO:0070371;GO:0006955;GO:0002764;GO:0033619;GO:0001656;GO:0043066;GO:0010813;GO:0045766;GO:2001235;GO:0030335;GO:0008284;GO:0010634;GO:0010628;GO:0010952;GO:0031648;GO:0006508;GO:0051603;GO:0032526;GO:0007283;GO:0043129;GO:0001913;GO:0031638;GO:0008234;GO:0006508;GO:0004197;GO:0006508	PF00112;PF00112;PF03051;PF03051
Mle_000530	Q5QJC2	7e-20	Protein artemis	GO:0070419;GO:0000784;GO:0035312;GO:0003684;GO:0004519;GO:0002250;GO:0006310;GO:0006303;GO:0036297;GO:0031848	NA
Mle_000536	Q5R5L7	4e-24	Arrestin domain-containing protein 3	GO:0005769;GO:0005764;GO:0005886	NA
Mle_000540	P25417	8e-16	Cystatin-B	GO:0005737;GO:0004869;GO:0004869	PF00031
Mle_000541	O46629	1e-179	Trifunctional enzyme subunit beta, mitochondrial	GO:0005783;GO:0070062;GO:0005743;GO:0042645;GO:0005741;GO:0003988;GO:0016509;GO:0044822;GO:0006635;GO:0016747;GO:0008152;GO:0016747;GO:0008152	PF00108;PF00108;PF02803;PF02803
Mle_000544	B2RXR6	6e-13	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	NA;GO:0005515;GO:0005515	PF00023;PF13606
Mle_000551	Q61037	1e-20	Tuberin	GO:0005737;GO:0005829;GO:0005764;GO:0016020;GO:0048471;GO:0033596;GO:0071889;GO:0005096;GO:0019902;GO:0042803;GO:0031267;GO:0030030;GO:0032869;GO:0046323;GO:0007507;GO:0048009;GO:0008285;GO:0045792;GO:0046627;GO:0014067;GO:0006469;GO:0051898;GO:0032007;GO:1904262;GO:0030178;GO:0001843;GO:0014065;GO:0050918;GO:0010508;GO:0016239;GO:0045944;GO:0006606;GO:0043491;GO:0008104;GO:0044861;GO:0051726;GO:0030100;GO:0046626;GO:0051056;GO:0001666	NA
Mle_000561	P00766	1e-28	Chymotrypsinogen A	GO:0005615;GO:0004252;GO:0007586;GO:0004252;GO:0006508;GO:0005044;GO:0016020	PF00089;PF00089;PF00530;PF00530
Mle_000563	Q32L53	1e-14	Protein lifeguard 1	GO:0005783;GO:0005794;GO:0016021;GO:0032469;GO:1902236	NA
Mle_000568	Q5I0R4	1e-55	Uncharacterized protein C11orf70 homolog [Xenopus (Silurana) tropicalis]	NA	NA
Mle_000569	A2BD94	8e-12	F-box only protein 31-B [Xenopus laevis]	GO:0019005;GO:0006974;GO:0031571;GO:0008054;GO:0016567;GO:0031146;GO:0005515;GO:0005515	PF00646;PF12937
Mle_000573	Q2KJ93	1e-116	Cell division control protein 42 homolog	GO:0005737;GO:0016020;GO:0005815;GO:0030496;GO:0072686;GO:0005886;GO:0051233;GO:0005525;GO:0030154;GO:0007399;GO:0032467;GO:1900026;GO:0051988;GO:0051489;GO:0007264;GO:0005525;GO:0005525;GO:0007264;GO:0005525;GO:0007264	PF00025;PF00071;PF00071;PF08477;PF08477
Mle_000576	P10394	3e-33	Retrovirus-related Pol polyprotein from transposon 412	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074	NA
Mle_000578	F8VQB6	1e-119	Unconventional myosin-X	GO:0005938;GO:0005737;GO:0005829;GO:0030175;GO:0031527;GO:0032433;GO:0030027;GO:0016459;GO:0043005;GO:0043025;GO:0005730;GO:0005886;GO:0001726;GO:0051015;GO:0030898;GO:0005524;GO:0003774;GO:0005547;GO:0060002;GO:0030507;GO:0048870;GO:0030705;GO:0022409;GO:0008360;GO:0051489;GO:0004930;GO:0007186;GO:0016021;GO:0005856	PF00001;PF00001;PF00001;PF00784
Mle_000579	Q99087	1e-05	Low-density lipoprotein receptor 1	GO:0005905;GO:0016021;GO:0034362;GO:0005509;GO:0008203;GO:0006897;GO:0006869;GO:0005515	PF00057
Mle_000580	Q9DBI0	9e-07	Transmembrane protease serine 6	GO:0005615;GO:0016021;GO:0005886;GO:0004252;GO:0006879;GO:0042730;GO:0055072;GO:0033619;GO:0030514;GO:0000122;GO:0045892;GO:0045944;GO:0006508;GO:0097264;GO:0005515	PF00057
Mle_000583	P34135	2e-125	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1	GO:0005789;GO:0016021;GO:0005778;GO:0004420;GO:0050661;GO:0006695;GO:0015936;GO:0008299;GO:0016126;GO:0004420;GO:0050662;GO:0015936;GO:0055114	PF00368;PF00368;PF00368;PF00368
Mle_000585	P42690	1e-126	Tyrosine-protein kinase isoform SRK4 [Spongilla lacustris]	GO:0005737;GO:0005524;GO:0004715;GO:0005515;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468;GO:0005515	PF00018;PF00069;PF00069;PF00069;PF07714;PF07714;PF14604
Mle_000586	Q92545	4e-69	Transmembrane protein 131	GO:0016021;GO:0016020	NA
Mle_000587	A1A600	2e-08	EF-hand calcium-binding domain-containing protein 4A	GO:0005509;GO:0005509;GO:0005509;GO:0005509;GO:0005509;GO:0005509	PF00036;PF13202;PF13405;PF13499;PF13833
Mle_000596	Q54U75	4e-14	Cyclic AMP receptor-like protein A	GO:0016021;GO:0001646;GO:0004930;GO:0030308;GO:0007165;GO:0030435;GO:0004930;GO:0007186;GO:0016021;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001;PF00002;PF00002;PF00002
Mle_000597	Q8UVK2	1e-04	Transcription elongation factor SPT6	GO:0005634;GO:0003677;GO:0042393;GO:0035050;GO:0007507;GO:0061086;GO:0071599;GO:0032968;GO:0001756;GO:0006351	NA
Mle_000598	Q03278	3e-17	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2	GO:0004519;GO:0046872;GO:0003964	NA
Mle_000600	Q9Y450	1e-166	HBS1-like protein	GO:0070062;GO:0005622;GO:0016020;GO:0005525;GO:0003924;GO:0003746;GO:0032790;GO:0007165;GO:0006412;GO:0005525;GO:0003924;GO:0005525;GO:0005525;GO:0005525;GO:0007264	PF01926;PF02263;PF02263;PF02421;PF08477;PF08477
Mle_000601	Q8C754	0	Vacuolar protein sorting-associated protein 52 homolog	GO:1990745;GO:0010008;GO:0000938;GO:0005794;GO:0016020;GO:0048471;GO:0055037;GO:0019905;GO:0010668;GO:0048611;GO:0032456;GO:0007041;GO:0015031	NA
Mle_000602	Q5U4U5	1e-29	Mitochondrial import inner membrane translocase subunit Tim22 [Xenopus laevis]	GO:0016021;GO:0005743;GO:0015031	NA
Mle_000607	P80311	4e-30	Peptidyl-prolyl cis-trans isomerase B	GO:0034663;GO:0005788;GO:0070062;GO:0005925;GO:0032991;GO:0042470;GO:0016020;GO:0005634;GO:0048471;GO:0042277;GO:0003755;GO:0044822;GO:0032403;GO:0060348;GO:0061077;GO:0044829;GO:0040018;GO:0000413;GO:0050821;GO:0003755;GO:0000413;GO:0006457	PF00160;PF00160;PF00160
Mle_000614	Q96N38	1e-19	Zinc finger protein 714	GO:0005634;GO:0046872;GO:0000978;GO:0006355;GO:0006351;GO:0046872;GO:0003677;GO:0008270;GO:0005506;GO:0046872;GO:0046872	PF00096;PF02892;PF05495;PF06397;PF13465;PF13912
Mle_000616	Q11075	3e-05	Uncharacterized protein B0403.1 [Caenorhabditis elegans]	GO:0003723;GO:0003964	NA
Mle_000623	O88923	5e-06	Adhesion G protein-coupled receptor L2	GO:0016021;GO:0043005;GO:0030246;GO:0004930;GO:0030165;GO:0007420;GO:0007166	NA
Mle_000624	Q28DK1	0	Citrate synthase, mitochondrial	GO:0005759;GO:0004108;GO:0005975;GO:0014823;GO:0006099;GO:0046912	PF00285
